BookID,Title,Author,Genre,ISBN,TotalCopies,AvailableCopies,PublishedYear
1451,Requiem for Harlem,Henry Roth,Fiction,9780312202057,10,3,1998
1452,High Five,Janet Evanovich,Fiction,9780312203030,10,10,1999
1453,"James Tiptree, Jr.",Julie Phillips,Biography & Autobiography,9780312203856,10,5,2006
1454,Birds of America,Lorrie Moore,Fiction,9780312241223,10,1,1999
1455,And The Band Played on,Randy Shilts,Health & Fitness,9780312241353,10,6,2000
1456,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,History,9780312243357,10,8,1999
1457,Death in the Andamans,M. M. Kaye,Fiction,9780312252816,10,1,2000
1458,Death in Berlin,M. M. Kaye,Fiction,9780312263089,10,10,2000
1459,Death in Kashmir,M. M. Kaye,Fiction,9780312263102,10,10,2000
1460,Four Mothers,Shifra Horn;Dalya Bilu,Fiction,9780312263232,10,8,2000
1461,Timbuktu,Paul Auster,Fiction,9780312263997,10,10,1999
1462,The Italian Girl,Patricia Hall,Fiction,9780312264895,10,9,2000
1463,The Naked and the Dead,Norman Mailer,Fiction,9780312265052,10,10,2000
1464,Enchanted Evening,M. M. Kaye,Biography & Autobiography,9780312265816,10,6,2000
1465,The Illustrated Story Of O,Pauline Reage,Photography,9780312266059,10,3,2001
1466,Catfish and Mandala,Andrew X. Pham,Biography & Autobiography,9780312267179,10,1,2000
1467,The Satanic Verses,Salman Rushdie,Fiction,9780312270827,10,3,2000
1468,Absent in the Spring and Other Novels,Mary Westmacott;Agatha Christie,Fiction,9780312273224,10,10,2001
1469,Round Ireland with a Fridge,Tony Hawks,Travel,9780312274924,10,4,2001
1470,An Unfortunate Woman,Richard Brautigan,Fiction,9780312277109,10,10,2001
1471,The Glass Bead Game,Hermann Hesse,Fiction,9780312278496,10,4,2002
1472,Emotionally Weird,Kate Atkinson,Fiction,9780312279998,10,9,2001
1473,A Writer's Workbook,Caroline Sharp;Elizabeth Gilbert,Language Arts & Disciplines,9780312286217,10,7,2002
1474,Waiting for My Cats to Die,Stacy Horn,Biography & Autobiography,9780312287443,10,4,2002
1475,Serious Girls,Maxine Swann,Fiction,9780312288013,10,7,2004
1476,Lords of the White Castle,Elizabeth Chadwick,Fiction,9780312288273,10,8,2002
1477,The Christmas Shoes,Donna VanLiere,Fiction,9780312289515,10,5,2001
1478,Education As My Agenda,Gertrude S. Williams;Jo Ann Robinson,Biography & Autobiography,9780312295431,10,9,2005
1479,Banvard's Folly,Paul Collins,History,9780312300333,10,5,2002
1480,The Last Jew,Noah Gordon,Fiction,9780312300531,10,10,1992
1481,How to Write a Damn Good Mystery,James N. Frey,Language Arts & Disciplines,9780312304461,10,3,2004
1482,Jenny and the Jaws of Life,Jincy Willett,Fiction,9780312306182,10,3,2002
1483,Plum Lovin',Janet Evanovich,Fiction,9780312306342,10,10,2007
1484,McCarthy's Bar,Pete McCarthy,Travel,9780312311339,10,10,2003
1485,The Pythons,Graham Chapman;John Cleese;Terry Gilliam;Michael Palin;Eric Idle;Terry Jones,Biography & Autobiography,9780312311452,10,5,2005
1486,The Little Princesses,Marion Crawford,Biography & Autobiography,9780312312152,10,1,2003
1487,The New York Times Guide to Essential Knowledge,The New York Times,Reference,9780312313678,10,7,2004
1488,Little Children,Tom Perrotta,Fiction,9780312315733,10,1,2004
1489,The Gatekeeper,Terry Eagleton,Biography & Autobiography,9780312316136,10,8,2003
1490,Dominion,Matthew Scully,Nature,9780312319731,10,8,2003
1491,SPQR VI: Nobody Loves a Centurion,John Maddox Roberts,Fiction,9780312320195,10,7,2003
1492,Something Borrowed,Emily Giffin,Fiction,9780312321185,10,1,2004
1493,Something Borrowed,Emily Giffin,Fiction,9780312321192,10,10,2005
1494,P.S. Your Cat Is Dead,James Kirkwood,Fiction,9780312321208,10,3,2003
1495,Something Blue,Emily Giffin,Fiction,9780312323868,10,3,2006
1496,All Things Bright and Beautiful,James Herriot,Biography & Autobiography,9780312330866,10,1,2004
1497,Inside the Mind of Gideon Rayburn,Sarah Miller,Juvenile Fiction,9780312333751,10,8,2006
1498,Spider Mountain,P. T. Deutermann,Fiction,9780312333799,10,10,2006
1499,Where the Mountain Casts Its Shadow,Maria Coffey,Biography & Autobiography,9780312339012,10,5,2005
1500,Sideways,Rex Pickett,Fiction,9780312342517,10,6,2004
1501,Baby Proof,Emily Giffin,Fiction,9780312348649,10,1,2006
1502,Lean Mean Thirteen,Janet Evanovich,Fiction,9780312349493,10,3,2007
1503,The Last Wife of Henry VIII,Carolly Erickson,Fiction,9780312352189,10,6,2006
1504,The Forsaken,L. A. Banks,Fiction,9780312352356,10,2,2006
1505,A Woman of Substance,Barbara Taylor Bradford,Fiction,9780312353261,10,10,2005
1506,The Red Tent,Anita Diamant,Fiction,9780312353766,10,5,2005
1507,Dirty Little Secrets,Joy King,Fiction,9780312354077,10,2,2006
1508,Think Like a Guy,Giuliana Depandi,Family & Relationships,9780312354374,10,3,2006
1509,The Ravenscar Dynasty,Barbara Taylor Bradford,Fiction,9780312354602,10,8,2006
1510,The Devil in the Junior League,Linda Francis Lee,Fiction,9780312354954,10,4,2006
1511,The Silver Pigs,Lindsey Davis,Fiction,9780312357771,10,3,2006
1512,The Mystery Method,Mystery;Chris Odom,Family & Relationships,9780312360115,10,3,2007
1513,Marked,P. C. Cast;Kristin Cast,Juvenile Fiction,9780312360269,10,2,2007
1514,Let's Go Australia 9th Edition,Let's Go Inc,Travel,9780312360863,10,1,2006
1515,"The Paris Review Interviews, I",The Paris Review,Biography & Autobiography,9780312361754,10,2,2006
1516,More Plums in One,Janet Evanovich,Fiction,9780312362966,10,3,2007
1517,James Herriot's Dog Stories,James Herriot,Pets,9780312364526,10,7,2006
1518,Beatrix Potter,Linda Lear,Biography & Autobiography,9780312369347,10,5,2007
1519,The Twenty-Seventh City,Jonathan Franzen,Fiction,9780312420147,10,7,2001
1520,"Haussmann, Or the Distinction",Paul LaFarge,Fiction,9780312420925,10,4,2002
1521,The Journey to the East,Hermann Hesse,Fiction,9780312421687,10,5,2003
1522,This Side of Brightness,Colum McCann,Fiction,9780312421977,10,5,2003
1523,What Was She Thinking?,Zoë Heller,Fiction,9780312421991,10,6,2004
1524,Middlesex,Jeffrey Eugenides,Fiction,9780312422158,10,3,2003
1525,The Interpreter,Suki Kim,Fiction,9780312422240,10,7,2003
1526,Hand to Mouth,Paul Auster,Biography & Autobiography,9780312422325,10,10,2003
1527,A Feather on the Breath of God,Sigrid Nunez,Fiction,9780312422738,10,2,2005
1528,Galatea 2.2,Richard Powers,Fiction,9780312423131,10,2,2004
1529,Mason & Dixon,Thomas Pynchon,Fiction,9780312423209,10,4,2004
1530,The River at the Center of the World,Simon Winchester,Travel,9780312423377,10,10,2004
1531,Primo Levi,Ian Thomson,Biography & Autobiography,9780312423674,10,6,2004
1532,Dry,Augusten Burroughs,Biography & Autobiography,9780312423797,10,6,2004
1533,A Home at the End of the World,Michael Cunningham,Fiction,9780312424084,10,8,2004
1534,Call It Sleep,Henry Roth,Fiction,9780312424121,10,6,2005
1535,I Am Charlotte Simmons,Tom Wolfe,Fiction,9780312424442,10,8,2005
1536,Small Island,Andrea Levy,Fiction,9780312424671,10,10,2004
1537,Collected Prose,Paul Auster,Literary Collections,9780312424688,10,2,2005
1538,Saints at the River,Ron Rash,Fiction,9780312424916,10,10,2005
1539,Chemistry and Other Stories,Ron Rash,Fiction,9780312425081,10,8,2007
1540,Vita,Melania G. Mazzucco,Fiction,9780312425869,10,3,2006
1541,Night Draws Near,Anthony Shadid,History,9780312426033,10,8,2006
1542,A Woman in Berlin,Anonymous,Biography & Autobiography,9780312426118,10,9,2006
1543,The Brooklyn Follies,Paul Auster,Fiction,9780312426231,10,8,2006
1544,Limitations,Scott Turow,Fiction,9780312426453,10,5,2006
1545,The Price of the Ticket,James Baldwin,Literary Criticism,9780312643065,10,2,1985
1546,The Humanoids,Jack Williamson,Fiction,9780312852535,10,10,1996
1547,"The Demon Princes, Vol. 1",Jack Vance,Fiction,9780312853020,10,2,1997
1548,The Memory of Whiteness,Kim Stanley Robinson,Fiction,9780312861438,10,9,1996
1549,Xenocide,Orson Scott Card,Fiction,9780312861872,10,3,1996
1550,The Dark Descent,Clive Barker;Ray Bradbury,Fiction,9780312862176,10,4,1997
1551,Ports of Call,Jack Vance,Fiction,9780312864743,10,7,1999
1552,"The Demon Princes, Vol. 2",Jack Vance,Fiction,9780312865764,10,3,1997
1553,Jack of Kinrowan,Charles de Lint,Fiction,9780312869595,10,3,1999
1554,Lurulu,Jack Vance,Fiction,9780312872793,10,9,2007
1555,The Land of Laughs,Jonathan Carroll,Fiction,9780312873110,10,8,2001
1556,Tales of the Dying Earth,Jack Vance,Fiction,9780312874568,10,3,2000
1557,The Fantasies of Robert A. Heinlein,Robert A. Heinlein,Fiction,9780312875572,10,10,2002
1558,Songmaster,Orson Scott Card,Fiction,9780312876623,10,5,2002
1559,Lovelock,Orson Scott Card;Kathryn H. Kidd,Fiction,9780312877514,10,1,2001
1560,Duel,Richard Matheson,Fiction,9780312878269,10,8,2003
1561,The Collected Stories of Arthur C. Clarke,Arthur C. Clarke,Fiction,9780312878603,10,6,2002
1562,Sword & Citadel,Gene Wolfe,Fiction,9780312890186,10,1,1994
1563,The Starry Rift,James Tiptree,Fiction,9780312890216,10,1,1994
1564,Pacific Edge,Kim Stanley Robinson,Fiction,9780312890384,10,3,1995
1565,Devil's Backbone,Terry C. Johnston,Fiction,9780312925741,10,8,1991
1566,The Circle,David Poyer,Fiction,9780312929640,10,4,1993
1567,Faking It,Jennifer Crusie,Fiction,9780312932787,10,3,2004
1568,Welcome to Temptation,Jennifer Crusie,Fiction,9780312932800,10,1,2004
1569,Full Bloom,Janet Evanovich;Charlotte Hughes,Fiction,9780312934309,10,9,2005
1570,Full Scoop,Janet Evanovich;Charlotte Hughes,Fiction,9780312934316,10,5,2006
1571,The Damned,L. A. Banks,Fiction,9780312934439,10,5,2007
1572,The Cursed One,Ronda Thompson,Fiction,9780312935757,10,3,2006
1573,A Quiver Full of Arrows,Jeffrey Archer,Fiction,9780312937690,10,3,2005
1574,The Hunted,L. A. Banks,Fiction,9780312937720,10,10,2005
1575,The Forbidden,L. A. Banks,Fiction,9780312940027,10,2,2006
1576,When the Lion Feeds,Wilbur Smith,Fiction,9780312940669,10,4,2006
1577,A Sparrow Falls,Wilbur Smith,Fiction,9780312940683,10,4,2007
1578,The Unfortunate Miss Fortunes,Jennifer Crusie;Eileen Dreyer;Anne Stuart,Fiction,9780312940980,10,7,2007
1579,Hot Stuff,Janet Evanovich;Leanne Banks,Fiction,9780312941468,10,8,2007
1580,Two for the Dough,Janet Evanovich,Fiction,9780312948962,10,7,2007
1581,The Edge of Honor,P. T. Deutermann,Fiction,9780312953966,10,8,1995
1582,Wings of Fire,Charles Todd,Fiction,9780312965686,10,9,1999
1583,All Creatures Great and Small,James Herriot,Biography & Autobiography,9780312965785,10,7,1998
1584,The Lord God Made Them All,James Herriot,Biography & Autobiography,9780312966201,10,2,1998
1585,Four to Score,Janet Evanovich,Fiction,9780312966973,10,2,1999
1586,"Thrones, Dominations",Dorothy L. Sayers;Jill Paton Walsh,Fiction,9780312968304,10,1,1999
1587,Black Coffee,Agatha Christie,Fiction,9780312970079,10,4,1999
1588,El Paso,Matt Braun,Fiction,9780312970741,10,10,1999
1589,Search the Dark,Charles Todd,Fiction,9780312971281,10,7,2000
1590,Cuba,Stephen Coonts,Fiction,9780312971397,10,4,2000
1591,What the Corpse Revealed,Hugh Miller,True Crime,9780312975739,10,8,2000
1592,Name Dropping,Rachael F. Heller,Fiction,9780312978334,10,4,2001
1593,Seven Up,Janet Evanovich,Fiction,9780312980146,10,5,2002
1594,Hardcase,Dan Simmons,Fiction,9780312980160,10,2,2002
1595,Warlock,Wilbur Smith,Fiction,9780312980382,10,4,2002
1596,Crooked House,Agatha Christie,Fiction,9780312981662,10,6,2002
1597,Abandoned Prayers,Gregg Olsen,True Crime,9780312982010,10,9,2003
1598,The Sigma Protocol,Robert Ludlum,Fiction,9780312982515,10,10,2002
1599,True Believers,Jane Haddam,Fiction,9780312982867,10,2,2002
1600,Full Blast,Janet Evanovich;Charlotte Hughes,Fiction,9780312983307,10,8,2004
1601,Hard Eight,Janet Evanovich,Fiction,9780312983864,10,2,2003
1602,Eleven on Top,Janet Evanovich,Fiction,9780312985349,10,6,2006
1603,Minion,L. A. Banks,Fiction,9780312987015,10,7,2004
1604,The Janson Directive,Robert Ludlum,Fiction,9780312989385,10,8,2003
1605,The Tristan Betrayal,Robert Ludlum,Fiction,9780312990688,10,1,2004
1606,The Ambler Warning,Robert Ludlum,Fiction,9780312990695,10,4,2006
1607,Robert Ludlum's The Moscow Vector,Robert Ludlum;Patrick Larkin,Fiction,9780312990718,10,10,2006
1608,The Firefly,P. T. Deutermann,Fiction,9780312994815,10,3,2004
1609,As the Crow Flies,Jeffrey Archer,Fiction,9780312997113,10,9,2004
1610,Dakota,Matt Braun,Fiction,9780312997830,10,6,2005
1611,The Fantastic Vampire,James Craig Holte,Literary Criticism,9780313309335,10,8,2002
1612,From Hinton to Hamlet,Sarah K. Herz;Donald R. Gallo,Literary Criticism,9780313324529,10,2,2005
1613,SantaKid,James Patterson,Juvenile Fiction,9780316000611,10,3,2004
1614,Trials of Death,Darren Shan,Juvenile Fiction,9780316000956,10,3,2005
1615,Oblivion,David Foster Wallace,Fiction,9780316010764,10,2,2005
1616,Julie and Julia,Julie Powell,Biography & Autobiography,9780316013260,10,2,2006
1617,The Truth of the Matter,Robb Forman Dew,Fiction,9780316013307,10,4,2006
1618,The Beatles,Bob Spitz,Biography & Autobiography,9780316013314,10,10,2006
1619,Twilight,Stephenie Meyer,Young Adult Fiction,9780316015844,10,5,2006
1620,Cirque Du Freak #10: The Lake of Souls,Darren Shan,Young Adult Fiction,9780316016650,10,1,2006
1621,The Terror,Dan Simmons,Fiction,9780316017442,10,2,2007
1622,Hollywood Station,Joseph Wambaugh,Fiction,9780316066143,10,8,2006
1623,The Harry Bosch Novels,Michael Connelly,Fiction,9780316154970,10,7,2001
1624,Consider the Lobster,David Foster Wallace,Literary Criticism & Collections,9780316156110,10,1,2005
1625,The Bookseller of Kabul,Asne Seierstad,Biography & Autobiography,9780316159418,10,4,2004
1626,Yiddish with Dick and Jane,Ellis Weiner;Barbara Davilman,Humor,9780316159722,10,4,2004
1627,The Lovely Bones,Alice Sebold,Fiction,9780316168816,10,9,2004
1628,Blink,Malcolm Gladwell,Business & Economics,9780316172325,10,9,2005
1629,Paint it Black,Janet Fitch,Fiction,9780316182744,10,7,2006
1630,"The World Treasury of Physics, Astronomy, and Mathematics",Timothy Ferris;Clifton Fadiman,Education,9780316281331,10,4,1993
1631,White Oleander,Janet Fitch,Fiction,9780316284950,10,10,2000
1632,Midnight Riders,Scott Freeman,Music,9780316294522,10,4,1996
1633,The Magus,John Fowles,Fiction,9780316296199,10,2,2001
1634,Mythology,Edith Hamilton,Social Science,9780316341516,10,4,1998
1635,"Last Lion, The: Volume 1",William Manchester,Biography & Autobiography,9780316545037,10,4,1983
1636,Candy,Mian Mian,Fiction,9780316563567,10,1,2003
1637,The Black Veil,Rick Moody,Family & Relationships,9780316578998,10,10,2002
1638,"Harry Bosch Novels, The: Volume 2",Michael Connelly,Fiction,9780316614566,10,2,2003
1639,Miracle on the 17th Green,James Patterson;Peter De Jonge,Fiction,9780316693356,10,8,1996
1640,The Ice Storm,Rick Moody,Fiction,9780316706001,10,1,2002
1641,Gossip Girl #6: You're the One That I Want,Cecily von Ziegesar,Juvenile Fiction,9780316735162,10,4,2004
1642,The Catcher in the Rye,J.D. Salinger,Fiction,9780316769488,10,8,1991
1643,Mind Over Money,John W. Schott;Jean S. Arbeiter,Business & Economics,9780316773782,10,3,1998
1644,Strangers from a Different Shore,Ronald Takaki,History,9780316831307,10,1,1998
1645,Stephen King Omnibus,Stephen King,New England,9780316853699,10,9,1999
1646,Vampire Mountain,Darren Shan,Juvenile Fiction,9780316905749,10,7,2004
1647,An Unfinished Life,Robert Dallek,Biography & Autobiography,9780316907927,10,9,2004
1648,Gossip Girl #1,Cecily von Ziegesar,Young Adult Fiction,9780316910330,10,10,2002
1649,Gossip Girl #3: All I Want is Everything,Cecily von Ziegesar,Young Adult Fiction,9780316912129,10,1,2003
1650,A Supposedly Fun Thing I'll Never Do Again,David Foster Wallace,Humor,9780316919890,10,7,1997
1651,Brideshead Revisited,Evelyn Waugh,Fiction,9780316926348,10,2,1982
1652,The Complete Stories of Evelyn Waugh,Evelyn Waugh,Fiction,9780316926607,10,10,2000
1653,Don't Stop the Carnival,Herman Wouk,Fiction,9780316955126,10,9,1992
1654,Youngblood Hawke,Herman Wouk,Fiction,9780316955171,10,5,1992
1655,American Government,Karen O'Connor;Larry Sabato,Political Science,9780321209184,10,1,2005
1656,Essentials of American Government,Karen O'Connor;Larry J. Sabato,Political Science,9780321276230,10,8,2005
1657,The Non-designer's Web Book,Robin Williams;John Tollett,Computers,9780321303370,10,3,2006
1658,Don't Make Me Think!,Steve Krug,Computers,9780321344755,10,1,2006
1659,"Mary Wollstonecraft Shelley's Frankenstein, or, The modern Prometheus",Mary Wollstonecraft Shelley;Susan J. Wolfson,Fiction,9780321399533,10,1,2007
1660,Oscar Wilde's The Picture of Dorian Gray,Oscar Wilde;Andrew Elfenbein,Fiction,9780321427137,10,1,2007
1661,Andrew Carnegie and the Rise of Big Business,Harold C. Livesay,Biography & Autobiography,9780321432872,10,10,2007
1662,The Power of One,Louis E. Catron,Performing Arts,9780325001531,10,6,2000
1663,The Little Prince,Antoine de Saint-Exupéry;Katherine Woods,"Children's literature, French",9780330239455,10,1,1974
1664,The Thirteenth Tribe,Arthur Koestler,Jews,9780330250696,10,1,1977
1665,Running in the Family,Michael Ondaatje,"Authors, Canadian",9780330281720,10,5,1984
1666,The Circus of Adventure,Enid Blyton,Juvenile Fiction,9780330301749,10,8,1988
1667,The Island of Adventure,Enid Blyton,Abandoned mines,9780330301756,10,7,1988
1668,The African Trilogy,Chinua Achebe,English fiction,9780330303316,10,8,1988
1669,A Gift of Wings,Richard Bach,Air pilots,9780330304214,10,7,1989
1670,The Orchard Keeper,Cormac McCarthy,Community life,9780330314916,10,1,1994
1671,The Real Frank Zappa Book,Frank Zappa;Peter Occhiogrosso,Rock musicians,9780330316255,10,9,1990
1672,A Dangerous Fortune,Ken Follett,"Banks and banking, British",9780330332651,10,1,1994
1673,The Border Trilogy,Cormac McCarthy,Fiction,9780330334617,10,4,2002
1674,Misreadings,Umberto Eco,Literary Criticism,9780330334686,10,9,1994
1675,Vurt,Jeff Noon,Brothers and sisters,9780330338813,10,9,1994
1676,In Pharaoh's Army,Tobias Wolff,"Authors, American",9780330340199,10,8,1995
1677,The Reality Dysfunction,Peter F. Hamilton,English fiction,9780330340328,10,6,1997
1678,Paper Money,Ken Follett,Conspiracies,9780330345040,10,6,1996
1679,An Unquiet Mind,Kay Redfield Jamison,Biography & Autobiography,9780330346511,10,8,1997
1680,The Golden Key,Melanie Rawn;Jennifer Roberson;Kate Elliott,Families,9780330347761,10,4,1997
1681,Into the Wild,Jon Krakauer,True Crime,9780330351690,10,1,1998
1682,A Second Chance at Eden,Peter F. Hamilton,Science fiction,9780330351829,10,8,1999
1683,The Memoirs of Cleopatra,Margaret George,Egypt,9780330353823,10,8,1998
1684,Just Disgusting!,Andy Griffiths,Australian fiction,9780330363686,10,10,2002
1685,Bridget Jones,Helen Fielding,Diary fiction,9780330367349,10,6,1999
1686,Rumer Godden,Anne Chisholm,British,9780330367479,10,6,1999
1687,Four to Score,Janet Evanovich,Bail bond agents,9780330371223,10,3,1999
1688,High Five,Janet Evanovich,Bail bond agents,9780330371230,10,4,2000
1689,Hot Six,Janet Evanovich,Bail bond agents,9780330371247,10,4,2001
1690,The Sign of the Cross,Colm Tóibín,Catholics,9780330373579,10,7,2001
1691,Them,Jon Ronson,Political leadership,9780330375467,10,6,2002
1692,Just as Long as We're Together,Judy Blume,Families,9780330398046,10,2,2006
1693,Hour Game,David Baldacci,Fiction,9780330411738,10,6,2005
1694,Bosnia,Noel Malcolm,Bosnia and Hercegovina,9780330412445,10,2,2002
1695,Every Boy's Got One,Meg Cabot,Americans,9780330418881,10,8,2005
1696,Under the Banner of Heaven,Jon Krakauer,Mormon fundamentalism,9780330419123,10,7,2004
1697,Downsize This!,Michael Moore,American Wit And Humour,9780330419154,10,6,2002
1698,Marching Powder,Rusty Young,Cocaine industry,9780330419581,10,3,2004
1699,Absolute Power,David Baldacci,Murder,9780330419642,10,6,2003
1700,Chasing the Monsoon,Alexander Frater,India,9780330433136,10,2,2005
1701,Indecision,Benjamin Kunkel,Fiction,9780330444576,10,4,2006
1702,Blackout,John J. Nance,Bombings,9780330481915,10,2,2000
1703,American Psycho,Bret Easton Ellis,American fiction,9780330484770,10,4,2000
1704,The Mimic Men,V. S. Naipaul,British,9780330487108,10,9,2002
1705,A Bend in the River,V. S. Naipaul,Fiction,9780330487146,10,6,2002
1706,The Enigma of Arrival,V. S. Naipaul,England,9780330487153,10,5,2002
1707,A House for Mr Biswas,Vidiadhar Surajprasad Naipaul,Autonomy (Psychology).,9780330487191,10,2,1961
1708,The Hunters,Claire Messud,American fiction,9780330488150,10,6,2003
1709,Dirt Music,Tim Winton,Fiction,9780330490269,10,4,2008
1710,The Hitchhiker's Guide to the Galaxy,Douglas Adams,"Dent, Arthur (Fictitious character)",9780330491198,10,4,2002
1711,Ragtime,E. L. Doctorow,Fiction,9780333187623,10,8,1975
1712,City on the Seine,Andrew P. Trout,Paris (France),9780333666388,10,10,1996
1713,Fire on the Mountain (Hb),Adam Hochschild,Antislavery movements,9780333904916,10,6,2005
1714,"The Poet, the Warrior, the Prophet",Rubem A. Alves,Religion,9780334028963,10,6,2002
1715,From Russia with Love,Ian Fleming,Adventure stories,9780340425626,10,4,1957
1716,Casino Royale,Ian Fleming,"Bond, James (Fictitious character)",9780340425671,10,1,1988
1717,How the Irish Saved Civilization,Thomas Cahill,Books,9780340637876,10,8,1995
1718,Escape,James Clavell,Fiction,9780340654163,10,10,1996
1719,Flatmates,Chris Manby,Apartments,9780340689608,10,3,1997
1720,Crucifix Lane,Kate Mosse,London (England),9780340692912,10,4,1998
1721,Shōgun,James Clavell,British,9780340766163,10,6,1975
1722,Whirlwind,James Clavell,Fiction,9780340766187,10,2,1999
1723,Running Away from Richard,Chris Manby,Actresses,9780340769201,10,3,2001
1724,"The Road to War, 1933-1939",Andrew Hunt,Germany,9780340774779,10,9,2000
1725,Five on a Treasure Island,Enid Blyton,Adventure stories,9780340796146,10,2,2001
1726,Five Go Adventuring Again,Enid Blyton,Children's stories,9780340796153,10,1,2001
1727,Five Go to Smuggler's Top,Enid Blyton,Children's stories,9780340796184,10,4,2001
1728,Five Get Into a Fix,Enid Blyton,"Adventure stories, English",9780340796313,10,3,2001
1729,Five Have a Mystery to Solve,Enid Blyton,Children's stories,9780340796344,10,1,2001
1730,On Writing,Stephen King,"Authors, American",9780340820469,10,4,2001
1731,Girl Meets Ape,Chris Manby,Animal sanctuaries,9780340828069,10,10,2004
1732,The Waste Lands,Stephen King,Adventure fiction,9780340829776,10,9,2003
1733,The Art of Happiness at Work,Dalai Lama XIV Bstan-ʼdzin-rgya-mtsho;Howard C. Cutler,Buddhism,9780340831205,10,10,2003
1734,Stranger in a Strange Land,Robert A. Heinlein,Science fiction,9780340837955,10,9,2005
1735,The Pact,Jodi Picoult,Bereavement,9780340838037,10,1,2005
1736,Interstellar Pig,William Sleator,Human-alien encounters,9780340850626,10,9,2001
1737,Nightingale's Song,Kate Pennington,Juvenile Fiction,9780340878750,10,4,2006
1738,The Secret Seven,Enid Blyton,Adventure fiction,9780340917541,10,4,2006
1739,Tales of the Cthulhu Mythos,Howard Phillips Lovecraft,Horror tales,9780345246882,10,6,1975
1740,Visions from Nowhere,William Arrow,Science fiction,9780345251220,10,5,1976
1741,The best of Philip K. Dick,Philip K. Dick,Fiction,9780345253590,10,6,1977
1742,The Centurions,Damion Hunter,Fiction,9780345296917,10,6,1981
1743,Story of O,Pauline Réage,Fiction,9780345301116,10,1,1973
1744,The Crucible of Time,John Brunner,Fiction,9780345302359,10,3,1984
1745,On a pale horse,Piers Anthony,Fiction,9780345305183,10,7,1984
1746,"Job, a Comedy of Justice",Robert Anson Heinlein,Fiction,9780345316509,10,1,1985
1747,With Friends Like These,Alan Dean Foster,Fiction,9780345323903,10,6,1984
1748,The Doom that Came to Sarnath,Howard Phillips Lovecraft,Fiction,9780345331052,10,6,1971
1749,Mission to Moulokin,Alan Dean Foster,Fiction,9780345333223,10,7,1985
1750,The Fellowship of the Ring,John Ronald Reuel Tolkien,Fantasy fiction,9780345339737,10,8,2012
1751,The Belgariad Boxed Set,David Eddings,Fiction,9780345340443,10,6,1986
1752,The Tolkien Reader,J. R. R. Tolkien,Fiction,9780345345066,10,9,1986
1753,The Dragons of Eden,Carl Sagan,Nature,9780345346292,10,10,1977
1754,The Best of H.P. Lovecraft,H. P. Lovecraft,Fiction,9780345350800,10,9,1982
1755,The Adversary,Julian May,Science,9780345352446,10,10,1987
1756,Five Patients,Michael Crichton,Social Science,9780345354648,10,2,1989
1757,Douglas Adams's Starship Titanic,Terry Jones,Fiction,9780345368430,10,1,1998
1758,Anne Rice's the Vampire Lestat,Faye Perozich;Anne Rice;Daerick Gross,Humor,9780345373946,10,7,1991
1759,The Book of Lost Tales,John Ronald Reuel Tolkien,Fiction,9780345375216,10,5,1992
1760,Long Distance Life,Marita Golden,African American families,9780345376046,10,1,1992
1761,The Proud Highway,Hunter S. Thompson,Biography & Autobiography,9780345377968,10,8,1998
1762,The Transition of H.P. Lovecraft,Howard Phillips Lovecraft,Fiction,9780345384225,10,8,1996
1763,A history of God,Karen Armstrong,God (Christianity),9780345384560,10,4,1993
1764,The Battle for God,Karen Armstrong,Religion,9780345391698,10,6,2001
1765,Better Than Sex,Hunter S. Thompson,Language Arts & Disciplines,9780345396358,10,7,1994
1766,First King of Shannara,Terry Brooks,Fiction,9780345396532,10,7,1997
1767,Ilse Witch,Terry Brooks,Fiction,9780345396556,10,2,2001
1768,Waterborn,J. Gregory Keyes,Fiction,9780345396709,10,3,1997
1769,Cry to Heaven,Anne Rice,Fiction,9780345396938,10,4,1995
1770,The Vampire Companion,Katherine M. Ramsland;Anne Rice,Fiction,9780345397393,10,5,1995
1771,Starshield Sentinels,Margaret Weis;Tracy Hickman,Fiction,9780345397607,10,3,1996
1772,The Mantle of Kendis-Dai,Margaret Weis;Tracy Hickman,Fiction,9780345397614,10,5,1997
1773,The Children of Henry VIII,Alison Weir,Biography & Autobiography,9780345407863,10,2,1997
1774,The demon-haunted world,Carl Sagan,"Body, Mind & Spirit",9780345409461,10,8,1996
1775,Twister,Michael Crichton;Anne-Marie Martin,Motion picture plays,9780345409706,10,4,1996
1776,Does Anybody Have a Problem with That?,Bill Maher,Humor,9780345412812,10,1,1997
1777,Friday,Robert Anson Heinlein,Fiction,9780345414007,10,5,1997
1778,The 158-Pound Marriage,John Irving,Fiction,9780345417961,10,8,1997
1779,The Princess Bride,William Goldman,Fiction,9780345418265,10,1,2003
1780,Reunion,Alan Dean Foster,Fiction,9780345418685,10,4,2001
1781,Mostly Harmless,Douglas Adams,Fiction,9780345418777,10,2,2000
1782,"Life, the Universe and Everything",Douglas Adams,Fiction,9780345418906,10,1,1982
1783,The Eight,Katherine Neville,Fiction,9780345419088,10,8,1997
1784,The Queen of the Damned,Anne Rice,Fiction,9780345419620,10,4,1997
1785,The Tale of the Body Thief,Anne Rice,Fiction,9780345419637,10,9,1997
1786,While I Was Gone,Sue Miller,Fiction,9780345420749,10,7,2002
