FeeID,UserID,BorrowID,Amount
2512,82,7829,10.00
2513,10,7831,26.00
2514,91,7833,6.00
2515,67,7835,8.00
2516,76,7836,12.00
2517,79,7838,2.00
2518,39,7839,6.00
2519,51,7843,32.00
2520,10,7847,4.00
2521,5,7848,8.00
2522,37,7854,12.00
2523,71,7857,28.00
2524,52,7862,6.00
2525,37,7863,38.00
2526,76,7867,16.00
2527,35,7870,28.00
2528,15,7877,20.00
2529,80,7892,8.00
2530,82,7896,4.00
2531,50,7906,4.00
2532,42,7907,6.00
2533,36,7916,34.00
2534,23,7921,10.00
2535,57,7922,18.00
2536,99,7924,18.00
2537,71,7925,38.00
2538,76,7927,2.00
2539,55,7935,38.00
2540,7,7940,2.00
2541,12,7941,26.00
2542,85,7949,4.00
2543,19,7957,26.00
2544,90,7961,4.00
2545,70,7962,20.00
2546,81,7963,22.00
2547,70,7967,8.00
2548,70,7968,28.00
2549,63,7970,16.00
2550,72,7971,42.00
2551,56,7979,8.00
2552,37,7982,22.00
2553,5,7983,28.00
2554,58,7984,20.00
2555,13,7986,34.00
2556,59,7988,22.00
2557,94,7990,10.00
2558,5,7993,14.00
2559,6,7996,2.00
2560,89,8008,34.00
2561,28,8010,14.00
2562,89,8012,42.00
2563,43,8015,36.00
2564,59,8019,8.00
2565,95,8022,6.00
2566,34,8023,30.00
2567,56,8024,38.00
2568,50,8026,24.00
2569,71,8029,6.00
2570,28,8031,14.00
2571,82,8036,20.00
2572,30,8039,10.00
2573,43,8045,4.00
2574,28,8047,4.00
2575,77,8050,42.00
2576,29,8053,16.00
2577,37,8055,2.00
2578,79,8056,8.00
2579,37,8058,6.00
2580,58,8060,34.00
2581,84,8061,28.00
2582,36,8064,2.00
2583,34,8066,14.00
2584,97,8067,6.00
2585,1,8068,42.00
2586,12,8070,2.00
2587,91,8073,30.00
2588,56,8074,20.00
2589,70,8080,30.00
2590,58,8081,10.00
2591,77,8087,2.00
2592,27,8088,14.00
2593,71,8091,14.00
2594,59,8092,10.00
2595,61,8093,18.00
2596,90,8096,6.00
2597,61,8099,20.00
2598,20,8106,24.00
2599,78,8108,4.00
2600,39,8111,26.00
2601,10,8113,20.00
2602,2,8127,18.00
2603,37,8129,20.00
2604,27,8133,32.00
2605,85,8135,20.00
2606,18,8138,8.00
2607,63,8141,30.00
2608,62,8144,42.00
2609,77,8152,6.00
2610,11,8155,4.00
2611,97,8158,6.00
2612,7,8159,30.00
2613,42,8161,30.00
2614,19,8163,2.00
2615,99,8168,4.00
2616,5,8174,4.00
2617,99,8176,38.00
2618,73,8178,32.00
2619,44,8182,22.00
2620,35,8187,2.00
2621,35,8192,34.00
2622,18,8193,8.00
2623,39,8195,14.00
2624,99,8198,4.00
2625,19,8203,32.00
2626,30,8204,2.00
2627,23,8206,14.00
2628,21,8213,30.00
2629,61,8217,18.00
2630,36,8219,22.00
2631,52,8220,42.00
2632,31,8230,2.00
2633,39,8237,4.00
2634,75,8246,10.00
2635,34,8251,24.00
2636,8,8253,4.00
2637,43,8255,14.00
2638,6,8257,12.00
2639,76,8260,2.00
2640,45,8264,20.00
2641,91,8271,30.00
2642,5,8279,32.00
2643,56,8284,20.00
2644,24,8291,8.00
2645,82,8292,42.00
2646,85,8298,36.00
2647,15,8301,26.00
2648,2,8302,10.00
2649,23,8303,40.00
2650,58,8308,30.00
2651,39,8311,4.00
2652,100,8314,42.00
2653,79,8317,38.00
2654,57,8320,18.00
2655,73,8321,26.00
2656,27,8331,40.00
2657,44,8332,6.00
2658,99,8336,8.00
2659,2,8337,32.00
2660,24,8341,18.00
2661,63,8342,38.00
2662,62,8344,20.00
2663,31,8345,4.00
2664,91,8346,10.00
2665,62,8349,30.00
2666,64,8351,2.00
2667,95,8352,8.00
2668,20,8353,32.00
2669,28,8356,42.00
2670,89,8358,28.00
2671,56,8359,6.00
2672,30,8361,10.00
2673,84,8362,2.00
2674,81,8363,24.00
2675,51,8366,10.00
2676,29,8372,24.00
2677,61,8375,6.00
2678,13,8381,4.00
2679,75,8384,32.00
2680,75,8393,38.00
2681,23,8394,28.00
2682,100,8400,24.00
2683,11,8401,34.00
2684,97,8404,8.00
2685,27,8405,24.00
2686,16,8410,42.00
2687,35,8412,38.00
2688,2,8413,12.00
2689,19,8416,20.00
2690,31,8417,30.00
2691,42,8418,10.00
2692,10,8420,30.00
2693,43,8421,6.00
2694,9,8422,4.00
2695,46,8423,4.00
2696,35,8426,42.00
2697,86,8429,22.00
2698,58,8433,22.00
2699,85,8439,18.00
2700,86,8440,28.00
2701,43,8443,32.00
2702,59,8446,38.00
2703,99,8447,32.00
2704,75,8458,2.00
2705,72,8466,8.00
2706,94,8467,8.00
2707,20,8468,40.00
2708,81,8469,10.00
2709,70,8472,2.00
2710,80,8474,20.00
2711,30,8475,42.00
2712,16,8477,4.00
2713,2,8478,10.00
2714,74,8481,16.00
2715,82,8482,24.00
2716,78,8490,42.00
2717,9,8494,2.00
2718,95,8498,34.00
2719,5,8501,10.00
2720,71,8503,32.00
2721,10,8513,40.00
2722,28,8531,12.00
2723,36,8533,18.00
2724,62,8536,4.00
2725,36,8539,4.00
2726,1,8541,10.00
2727,94,8542,12.00
2728,10,8545,10.00
2729,75,8546,10.00
2730,85,8547,20.00
2731,63,8548,12.00
2732,100,8554,10.00
2733,10,8560,42.00
2734,100,8562,14.00
2735,79,8563,22.00
2736,58,8565,16.00
2737,42,8566,14.00
2738,91,8570,4.00
2739,61,8572,8.00
2740,76,8574,32.00
2741,15,8575,10.00
2742,29,8576,2.00
2743,82,8577,2.00
2744,91,8580,4.00
2745,16,8581,10.00
2746,3,8588,36.00
2747,30,8600,4.00
2748,15,8604,4.00
2749,91,8605,42.00
2750,28,8608,22.00
2751,9,8610,16.00
2752,20,8611,8.00
2753,44,8613,14.00
2754,90,8615,34.00
2755,63,8616,18.00
2756,70,8618,32.00
2757,30,8622,10.00
2758,76,8623,2.00
2759,46,8624,38.00
2760,2,8628,36.00
2761,43,8639,42.00
2762,57,8642,38.00
2763,76,8646,16.00
2764,1,8648,32.00
2765,10,8652,10.00
2766,55,8656,36.00
2767,24,8659,6.00
2768,34,8660,30.00
2769,1,8661,32.00
2770,10,8662,20.00
2771,18,8669,8.00
2772,74,8673,2.00
2773,15,8676,14.00
2774,23,8681,14.00
2775,9,8683,40.00
2776,78,8684,28.00
2777,82,8689,8.00
2778,23,8693,24.00
2779,45,8697,32.00
2780,37,8700,10.00
2781,72,8702,8.00
2782,15,8713,18.00
2783,72,8717,26.00
2784,80,8718,34.00
2785,31,8721,40.00
2786,7,8725,4.00
2787,3,8730,42.00
2788,51,8736,42.00
2789,2,8738,24.00
2790,60,8740,36.00
2791,13,8741,6.00
2792,75,8742,6.00
2793,85,8743,4.00
2794,89,8745,4.00
2795,70,8748,18.00
2796,39,8753,34.00
2797,27,8754,42.00
2798,76,8755,18.00
2799,18,8760,34.00
2800,30,8769,8.00
2801,75,8770,12.00
2802,30,8779,34.00
2803,81,8781,6.00
2804,27,8782,12.00
2805,82,8784,36.00
2806,62,8785,36.00
2807,73,8787,26.00
2808,70,8788,6.00
2809,42,8797,18.00
2810,62,8798,40.00
2811,16,8799,10.00
2812,36,8807,6.00
2813,20,8809,34.00
2814,9,8811,2.00
2815,59,8813,16.00
2816,7,8818,32.00
2817,100,8819,8.00
2818,58,8821,8.00
2819,82,8825,18.00
2820,60,8826,8.00
2821,90,8827,8.00
2822,58,8830,36.00
2823,12,8836,2.00
2824,37,8837,6.00
2825,95,8838,8.00
2826,23,8839,4.00
2827,15,8847,6.00
2828,19,8850,28.00
2829,63,8857,14.00
2830,16,8858,10.00
2831,39,8859,20.00
2832,11,8860,30.00
2833,90,8862,2.00
2834,35,8868,14.00
2835,90,8869,6.00
2836,73,8873,30.00
2837,11,8875,30.00
2838,16,8881,28.00
2839,16,8882,6.00
2840,75,8884,26.00
2841,15,8885,28.00
2842,76,8886,30.00
2843,27,8888,4.00
2844,62,8891,34.00
2845,75,8892,22.00
2846,99,8898,6.00
2847,94,8899,10.00
2848,77,8901,6.00
2849,70,8902,8.00
2850,62,8903,10.00
2851,79,8907,32.00
2852,27,8909,10.00
2853,27,8910,42.00
2854,77,8916,22.00
2855,85,8921,10.00
2856,58,8923,10.00
2857,9,8926,2.00
2858,5,8931,4.00
2859,67,8938,6.00
2860,6,8946,18.00
2861,15,8947,38.00
2862,86,8949,10.00
2863,28,8951,14.00
2864,45,8964,12.00
2865,29,8973,2.00
2866,75,8974,2.00
2867,17,8975,28.00
2868,16,8980,10.00
2869,86,8984,26.00
2870,43,8985,6.00
2871,72,8989,2.00
2872,62,8992,16.00
2873,30,8999,40.00
2874,100,9008,32.00
2875,52,9014,24.00
2876,57,9024,14.00
2877,2,9027,42.00
2878,76,9029,4.00
2879,76,9032,24.00
2880,21,9039,4.00
2881,21,9040,20.00
2882,51,9045,42.00
2883,20,9048,18.00
2884,60,9051,32.00
2885,73,9056,40.00
2886,2,9057,40.00
2887,43,9060,2.00
2888,43,9066,30.00
2889,74,9067,42.00
2890,7,9081,10.00
2891,72,9086,10.00
2892,7,9091,28.00
2893,46,9092,38.00
2894,94,9095,8.00
2895,97,9107,10.00
2896,34,9109,34.00
2897,62,9110,22.00
2898,61,9111,42.00
2899,57,9113,36.00
2900,21,9116,36.00
2901,97,9117,12.00
2902,100,9119,28.00
2903,28,9121,30.00
2904,68,9122,26.00
2905,52,9123,10.00
2906,21,9126,16.00
2907,73,9128,4.00
2908,8,9130,8.00
2909,100,9133,4.00
2910,71,9134,8.00
2911,12,9136,8.00
2912,52,9138,30.00
2913,44,9141,28.00
2914,18,9145,30.00
2915,8,9146,16.00
2916,9,9147,10.00
2917,9,9149,38.00
2918,3,9156,32.00
2919,81,9157,8.00
2920,63,9158,2.00
2921,15,9161,8.00
2922,23,9167,6.00
2923,45,9170,42.00
2924,19,9171,42.00
2925,73,9173,4.00
2926,75,9174,8.00
2927,80,9175,12.00
2928,20,9180,20.00
2929,1,9185,36.00
2930,78,9187,36.00
2931,94,9191,10.00
2932,5,9198,26.00
2933,3,9202,14.00
2934,19,9203,16.00
2935,24,9205,4.00
2936,46,9206,24.00
2937,4,9211,8.00
2938,95,9213,4.00
2939,80,9216,38.00
2940,44,9217,12.00
2941,46,9220,2.00
2942,90,9225,22.00
2943,61,9227,12.00
2944,4,9228,32.00
2945,28,9231,12.00
2946,77,9232,26.00
2947,64,9233,2.00
2948,94,9235,28.00
2949,100,9239,36.00
2950,97,9241,6.00
2951,71,9243,28.00
2952,84,9245,8.00
2953,52,9247,18.00
2954,13,9248,8.00
2955,75,9250,8.00
2956,99,9252,2.00
2957,37,9254,18.00
2958,90,9256,4.00
2959,55,9260,26.00
2960,70,9261,22.00
2961,39,9262,38.00
2962,85,9268,36.00
2963,59,9269,8.00
2964,35,9275,32.00
2965,56,9277,26.00
2966,1,9281,14.00
2967,37,9284,22.00
2968,29,9285,34.00
2969,8,9292,32.00
2970,57,9303,4.00
2971,84,9311,16.00
2972,20,9313,6.00
2973,77,9315,4.00
2974,30,9316,38.00
2975,86,9318,24.00
2976,81,9319,12.00
2977,52,9323,6.00
2978,79,9324,8.00
2979,8,9326,20.00
2980,30,9335,34.00
2981,35,9336,26.00
2982,86,9339,2.00
2983,39,9342,4.00
2984,85,9343,6.00
2985,18,9346,2.00
2986,18,9348,20.00
2987,39,9350,10.00
2988,77,9354,6.00
2989,39,9355,2.00
2990,9,9360,16.00
2991,74,9361,4.00
2992,95,9364,6.00
2993,34,9365,4.00
2994,21,9371,2.00
2995,62,9373,38.00
2996,71,9374,24.00
2997,20,9380,38.00
2998,35,9387,8.00
2999,86,9388,6.00
3000,15,9390,38.00
3001,73,9392,22.00
3002,10,9399,8.00
3003,35,9402,28.00
3004,73,9406,8.00
3005,23,9408,10.00
3006,55,9409,10.00
3007,67,9412,6.00
3008,15,9414,10.00
3009,59,9417,12.00
3010,30,9420,20.00
3011,97,9423,38.00
3012,71,9424,40.00
3013,97,9426,6.00
3014,37,9429,30.00
3015,100,9432,20.00
3016,74,9433,40.00
3017,35,9440,36.00
3018,73,9442,16.00
3019,29,9447,26.00
3020,39,9451,4.00
3021,86,9452,26.00
3022,74,9461,2.00
3023,2,9462,38.00
3024,34,9464,14.00
3025,94,9470,8.00
3026,18,9476,20.00
3027,8,9481,26.00
3028,72,9484,6.00
3029,7,9494,6.00
3030,86,9496,10.00
3031,79,9501,36.00
3032,95,9503,8.00
3033,74,9506,18.00
3034,73,9509,22.00
3035,68,9511,4.00
3036,80,9513,24.00
3037,85,9514,36.00
3038,62,9516,22.00
3039,28,9519,2.00
3040,67,9523,36.00
3041,34,9524,32.00
3042,81,9526,2.00
3043,73,9527,36.00
3044,28,9532,10.00
3045,13,9533,10.00
3046,68,9536,42.00
3047,36,9540,12.00
3048,58,9549,4.00
3049,61,9550,32.00
3050,55,9552,4.00
3051,17,9554,4.00
3052,8,9555,16.00
3053,57,9558,10.00
3054,74,9567,10.00
3055,24,9568,2.00
3056,99,9570,24.00
3057,12,9573,38.00
3058,84,9574,30.00
3059,39,9575,40.00
3060,45,9577,18.00
3061,86,9583,34.00
3062,75,9584,42.00
3063,13,9585,30.00
3064,95,9587,12.00
3065,89,9592,10.00
3066,37,9593,32.00
3067,79,9595,10.00
3068,52,9596,10.00
3069,56,9602,28.00
3070,80,9610,30.00
3071,78,9611,6.00
3072,62,9614,12.00
3073,30,9616,30.00
3074,68,9617,36.00
3075,9,9620,40.00
3076,18,9622,16.00
3077,28,9623,20.00
3078,43,9634,18.00
3079,94,9643,8.00
3080,62,9644,8.00
3081,17,9648,10.00
3082,5,9655,26.00
3083,84,9656,10.00
3084,4,9661,6.00
3085,16,9663,22.00
3086,84,9664,6.00
3087,86,9665,28.00
3088,23,9667,18.00
3089,99,9669,40.00
3090,81,9670,14.00
3091,94,9672,10.00
3092,45,9673,10.00
3093,74,9674,8.00
3094,34,9675,16.00
3095,73,9676,6.00
3096,72,9678,14.00
3097,16,9680,28.00
3098,19,9684,2.00
3099,76,9687,40.00
3100,79,9690,18.00
3101,94,9691,38.00
3102,45,9693,22.00
3103,2,9694,26.00
3104,74,9699,4.00
3105,13,9701,40.00
3106,16,9708,6.00
3107,13,9716,32.00
3108,20,9717,2.00
3109,100,9725,4.00
3110,10,9730,8.00
3111,39,9731,18.00
3112,45,9732,34.00
3113,84,9733,10.00
3114,37,9742,38.00
3115,42,9743,6.00
3116,56,9754,6.00
3117,68,9756,6.00
3118,76,9758,32.00
3119,70,9761,8.00
3120,50,9771,12.00
3121,60,9777,10.00
3122,3,9782,32.00
3123,74,9784,28.00
3124,74,9792,16.00
3125,34,9795,42.00
3126,28,9796,20.00
3127,90,9797,10.00
3128,71,9806,16.00
3129,99,9808,34.00
3130,15,9811,26.00
3131,67,9814,24.00
3132,6,9816,2.00
3133,81,9817,10.00
3134,20,9820,10.00
3135,10,9822,32.00
3136,91,9825,4.00
3137,31,9827,10.00
3138,18,9831,24.00
3139,36,9834,8.00
3140,70,9837,10.00
3141,89,9838,2.00
3142,36,9840,10.00
3143,17,9844,28.00
3144,82,9845,18.00
3145,27,9849,36.00
3146,11,9851,40.00
3147,5,9853,16.00
3148,71,9859,8.00
3149,91,9864,6.00
3150,72,9865,2.00
3151,19,9867,6.00
3152,59,9868,12.00
3153,73,9870,12.00
3154,7,9882,24.00
3155,39,9886,4.00
3156,2,9887,38.00
3157,82,9894,28.00
3158,21,9895,14.00
3159,11,9897,16.00
3160,29,9898,8.00
3161,60,9900,42.00
3162,99,9902,10.00
3163,68,9903,6.00
3164,30,9911,20.00
3165,12,9912,42.00
3166,2,9915,6.00
3167,86,9921,4.00
3168,61,9928,12.00
3169,74,9934,2.00
3170,8,9936,2.00
3171,2,9939,16.00
3172,10,9941,12.00
3173,74,9950,38.00
3174,71,9951,8.00
3175,23,9953,2.00
3176,1,9956,30.00
3177,52,9960,32.00
3178,90,9969,14.00
3179,42,9970,42.00
3180,9,9972,2.00
3181,34,9973,2.00
3182,36,9986,40.00
3183,24,9991,40.00
3184,61,10006,8.00
3185,42,10008,8.00
3186,10,10014,26.00
3187,4,10016,24.00
3188,10,10017,14.00
3189,29,10023,8.00
3190,91,10027,40.00
3191,63,10030,18.00
3192,5,10031,24.00
3193,82,10032,2.00
3194,58,10033,2.00
3195,39,10036,18.00
3196,80,10037,32.00
3197,12,10038,8.00
3198,35,10041,4.00
3199,28,10047,42.00
3200,37,10048,4.00
3201,31,10050,42.00
3202,39,10052,2.00
3203,97,10062,32.00
3204,4,10066,8.00
3205,1,10067,14.00
3206,82,10069,32.00
3207,16,10073,42.00
3208,95,10079,34.00
3209,50,10082,42.00
3210,24,10083,22.00
3211,51,10084,4.00
3212,51,10086,38.00
3213,81,10092,26.00
3214,43,10102,22.00
3215,9,10104,22.00
3216,13,10106,40.00
3217,56,10107,28.00
3218,31,10108,22.00
3219,16,10112,16.00
3220,8,10113,20.00
3221,39,10116,20.00
3222,58,10118,2.00
3223,95,10119,24.00
3224,76,10120,38.00
3225,77,10124,10.00
3226,44,10126,12.00
3227,100,10128,40.00
3228,27,10130,4.00
3229,23,10131,30.00
3230,16,10132,34.00
3231,37,10136,18.00
3232,76,10141,8.00
3233,61,10142,38.00
3234,43,10144,2.00
3235,23,10151,4.00
3236,29,10154,14.00
3237,7,10156,38.00
3238,52,10161,10.00
3239,13,10162,42.00
3240,99,10164,32.00
3241,71,10170,30.00
3242,64,10171,22.00
3243,99,10174,8.00
3244,55,10176,26.00
3245,24,10177,4.00
3246,52,10179,6.00
3247,100,10185,14.00
3248,70,10186,14.00
3249,39,10188,28.00
3250,78,10191,38.00
3251,46,10195,4.00
3252,81,10197,42.00
3253,62,10204,10.00
3254,77,10206,2.00
3255,39,10218,10.00
3256,99,10220,40.00
3257,95,10230,4.00
3258,97,10231,10.00
3259,94,10234,2.00
3260,72,10239,32.00
3261,99,10246,8.00
3262,86,10253,34.00
3263,78,10257,38.00
3264,77,10258,4.00
3265,15,10260,22.00
3266,64,10264,16.00
3267,36,10265,30.00
3268,67,10266,42.00
3269,36,10277,34.00
3270,2,10279,14.00
3271,28,10281,8.00
3272,24,10283,30.00
3273,23,10285,20.00
3274,42,10286,34.00
3275,8,10288,42.00
3276,61,10290,36.00
3277,24,10294,8.00
3278,36,10296,2.00
3279,58,10298,32.00
3280,51,10305,36.00
3281,6,10307,30.00
3282,82,10308,16.00
3283,12,10309,4.00
3284,8,10313,18.00
3285,24,10316,8.00
3286,90,10319,2.00
3287,2,10320,22.00
3288,75,10325,8.00
3289,95,10326,10.00
3290,56,10328,42.00
3291,97,10332,32.00
3292,78,10338,10.00
3293,35,10341,4.00
3294,75,10342,32.00
3295,20,10344,4.00
3296,39,10345,34.00
3297,67,10346,40.00
3298,15,10347,6.00
3299,11,10351,30.00
3300,86,10352,22.00
3301,50,10353,24.00
3302,30,10356,6.00
3303,8,10359,36.00
3304,5,10362,22.00
3305,43,10366,22.00
3306,81,10369,34.00
3307,8,10372,10.00
3308,23,10374,10.00
3309,56,10375,24.00
3310,100,10376,38.00
3311,68,10378,8.00
3312,90,10381,10.00
3313,79,10382,24.00
3314,89,10383,8.00
3315,52,10385,38.00
3316,2,10388,2.00
3317,8,10390,34.00
3318,7,10398,20.00
3319,95,10400,4.00
3320,39,10404,32.00
3321,30,10405,6.00
3322,58,10406,32.00
3323,75,10409,24.00
3324,80,10416,4.00
3325,70,10418,22.00
3326,75,10421,6.00
3327,31,10425,16.00
3328,91,10428,18.00
3329,11,10432,8.00
3330,75,10433,20.00
3331,78,10438,16.00
3332,11,10440,40.00
3333,89,10444,2.00
3334,15,10447,24.00
3335,13,10448,40.00
3336,97,10454,8.00
3337,57,10455,2.00
3338,27,10458,28.00
3339,79,10464,24.00
3340,34,10469,6.00
3341,34,10473,10.00
3342,51,10485,24.00
3343,52,10488,12.00
3344,6,10491,28.00
3345,58,10496,26.00
3346,13,10504,36.00
3347,62,10508,18.00
3348,100,10511,6.00
3349,17,10513,8.00
3350,99,10515,10.00
3351,86,10519,18.00
3352,39,10521,36.00
3353,59,10526,12.00
3354,11,10527,10.00
3355,45,10535,32.00
3356,27,10537,30.00
3357,61,10538,28.00
3358,2,10539,38.00
3359,57,10542,32.00
3360,67,10543,20.00
3361,12,10547,8.00
3362,99,10550,8.00
3363,50,10556,24.00
3364,68,10557,30.00
3365,13,10562,28.00
3366,80,10563,18.00
3367,10,10564,12.00
3368,29,10568,22.00
3369,12,10569,38.00
3370,11,10571,34.00
3371,97,10582,10.00
3372,70,10587,36.00
3373,80,10589,36.00
3374,86,10591,10.00
3375,52,10592,42.00
3376,74,10593,40.00
3377,19,10598,18.00
3378,68,10599,22.00
3379,74,10605,28.00
3380,31,10607,4.00
3381,80,10611,36.00
3382,21,10612,2.00
3383,52,10620,8.00
3384,70,10621,30.00
3385,89,10626,4.00
3386,31,10628,12.00
3387,89,10629,42.00
3388,13,10630,10.00
3389,58,10631,10.00
3390,90,10632,24.00
3391,18,10634,8.00
3392,68,10635,40.00
3393,8,10636,18.00
3394,10,10640,2.00
3395,5,10641,14.00
3396,29,10642,6.00
3397,30,10644,32.00
3398,71,10645,4.00
3399,63,10649,38.00
3400,86,10650,20.00
3401,45,10654,4.00
3402,17,10661,12.00
3403,21,10662,12.00
3404,60,10663,30.00
3405,4,10667,12.00
3406,82,10671,8.00
3407,35,10674,14.00
3408,36,10678,6.00
3409,100,10680,26.00
3410,3,10684,8.00
3411,11,10694,24.00
3412,85,10695,18.00
3413,3,10696,12.00
3414,19,10700,22.00
3415,59,10707,10.00
3416,74,10713,14.00
3417,80,10716,30.00
3418,67,10728,30.00
3419,10,10730,14.00
3420,24,10731,4.00
3421,46,10746,2.00
3422,89,10747,14.00
3423,19,10748,6.00
3424,20,10750,16.00
3425,76,10752,22.00
3426,20,10753,32.00
3427,31,10754,24.00
3428,21,10755,2.00
3429,20,10756,12.00
3430,19,10757,42.00
3431,68,10761,26.00
3432,68,10763,38.00
3433,64,10764,10.00
3434,28,10765,8.00
3435,3,10766,32.00
3436,35,10768,36.00
3437,2,10771,14.00
3438,34,10776,36.00
3439,76,10781,40.00
3440,51,10784,2.00
3441,68,10787,2.00
3442,56,10788,28.00
3443,60,10792,18.00
3444,43,10805,20.00
3445,35,10806,20.00
3446,31,10807,28.00
3447,10,10808,16.00
3448,74,10810,2.00
3449,68,10814,34.00
3450,30,10824,24.00
3451,36,10827,12.00
3452,50,10831,38.00
3453,35,10833,40.00
3454,39,10835,30.00
3455,23,10836,4.00
3456,90,10841,4.00
3457,63,10842,28.00
3458,97,10847,8.00
3459,15,10851,8.00
3460,31,10857,10.00
3461,75,10859,20.00
3462,78,10869,30.00
3463,2,10871,10.00
3464,62,10872,30.00
3465,18,10875,12.00
3466,4,10876,18.00
3467,39,10878,2.00
3468,31,10880,20.00
3469,20,10881,24.00
3470,24,10884,22.00
3471,63,10887,2.00
3472,3,10891,42.00
3473,100,10892,40.00
3474,42,10893,42.00
3475,6,10899,26.00
3476,19,10904,6.00
3477,90,10905,4.00
3478,8,10907,10.00
3479,36,10912,6.00
3480,36,10923,28.00
3481,58,10924,24.00
3482,21,10930,40.00
3483,9,10933,12.00
3484,10,10945,10.00
3485,10,10947,10.00
3486,27,10951,16.00
3487,77,10952,26.00
3488,59,10953,2.00
3489,16,10955,34.00
3490,34,10957,32.00
3491,28,10961,6.00
3492,43,10967,6.00
3493,95,10974,14.00
3494,34,10979,10.00
3495,29,10984,4.00
3496,51,10987,38.00
3497,58,10993,2.00
3498,6,10996,12.00
3499,37,10997,24.00
3500,13,10998,4.00
3501,58,11007,4.00
3502,82,11010,18.00
3503,12,11014,42.00
3504,97,11016,4.00
3505,2,11017,40.00
3506,90,11022,6.00
3507,75,11027,16.00
3508,36,11029,8.00
3509,59,11030,14.00
3510,68,11031,28.00
3511,3,11032,34.00
3512,72,11036,2.00
3513,16,11038,8.00
3514,35,11039,42.00
3515,28,11043,24.00
3516,4,11047,10.00
3517,55,11048,18.00
3518,99,11049,34.00
3519,52,11050,24.00
3520,90,11053,30.00
3521,7,11055,26.00
3522,78,11057,34.00
3523,44,11060,36.00
3524,84,11062,10.00
3525,20,11065,2.00
3526,51,11068,8.00
3527,27,11069,16.00
3528,59,11077,26.00
3529,4,11079,36.00
3530,9,11080,26.00
3531,46,11087,6.00
3532,34,11093,24.00
3533,94,11097,18.00
3534,19,11098,34.00
3535,51,11099,4.00
3536,71,11102,42.00
3537,44,11104,30.00
3538,82,11112,36.00
3539,80,11113,4.00
3540,56,11116,28.00
3541,85,11118,6.00
3542,76,11122,2.00
3543,19,11124,14.00
3544,20,11128,40.00
3545,59,11133,4.00
3546,90,11134,24.00
3547,78,11137,34.00
3548,60,11139,36.00
3549,63,11140,6.00
3550,21,11142,8.00
3551,44,11145,40.00
3552,2,11146,6.00
3553,84,11150,8.00
3554,91,11154,26.00
3555,84,11157,20.00
3556,86,11158,12.00
3557,52,11160,32.00
3558,2,11166,10.00
3559,86,11175,36.00
3560,15,11181,34.00
3561,61,11182,4.00
3562,81,11186,20.00
3563,56,11187,10.00
3564,23,11192,24.00
3565,100,11194,16.00
3566,94,11196,30.00
3567,31,11197,12.00
3568,24,11200,26.00
3569,3,11203,18.00
3570,82,11204,2.00
3571,71,11210,2.00
3572,34,11213,12.00
3573,51,11214,8.00
3574,60,11216,20.00
3575,95,11219,40.00
3576,56,11222,22.00
3577,91,11223,8.00
3578,89,11226,20.00
3579,74,11229,34.00
3580,60,11230,4.00
3581,45,11238,2.00
3582,30,11240,2.00
3583,64,11241,16.00
3584,68,11248,2.00
3585,99,11249,38.00
3586,61,11250,10.00
3587,5,11255,34.00
3588,50,11257,6.00
3589,71,11269,26.00
3590,70,11270,2.00
3591,51,11280,14.00
3592,56,11283,12.00
3593,16,11286,2.00
3594,59,11289,24.00
3595,4,11293,4.00
3596,7,11296,24.00
3597,1,11303,28.00
3598,46,11310,8.00
3599,34,11313,18.00
3600,30,11318,34.00
3601,15,11319,38.00
3602,95,11320,2.00
3603,42,11328,28.00
3604,15,11332,2.00
3605,71,11333,38.00
3606,12,11352,36.00
3607,85,11353,4.00
3608,24,11358,40.00
3609,95,11361,12.00
3610,17,11362,20.00
3611,59,11363,10.00
3612,62,11366,2.00
3613,23,11369,20.00
3614,59,11370,4.00
3615,81,11379,24.00
3616,91,11381,38.00
3617,71,11384,6.00
3618,72,11386,6.00
3619,19,11391,8.00
3620,45,11392,4.00
3621,67,11393,16.00
3622,68,11396,28.00
3623,73,11398,36.00
3624,16,11402,2.00
3625,84,11404,6.00
3626,31,11407,4.00
3627,64,11410,12.00
3628,20,11417,20.00
3629,80,11421,26.00
3630,6,11426,16.00
3631,11,11435,24.00
3632,90,11437,6.00
3633,61,11438,4.00
3634,76,11449,8.00
3635,4,11450,30.00
3636,86,11451,30.00
3637,57,11453,2.00
3638,70,11455,8.00
3639,18,11457,28.00
3640,73,11459,6.00
3641,94,11462,34.00
3642,57,11463,34.00
3643,24,11474,24.00
3644,9,11476,24.00
3645,2,11477,16.00
3646,10,11479,36.00
3647,63,11482,38.00
3648,91,11489,24.00
3649,17,11494,16.00
3650,37,11497,10.00
3651,4,11500,24.00
3652,5,11502,40.00
3653,71,11503,6.00
3654,31,11504,42.00
3655,13,11511,18.00
3656,97,11512,32.00
3657,9,11514,22.00
3658,2,11517,12.00
3659,10,11523,38.00
3660,6,11528,34.00
3661,2,11531,4.00
3662,44,11533,32.00
3663,18,11534,6.00
3664,71,11541,4.00
3665,34,11548,34.00
3666,2,11551,28.00
3667,56,11554,8.00
3668,63,11559,24.00
3669,63,11560,8.00
3670,8,11561,32.00
3671,78,11564,4.00
3672,11,11570,32.00
3673,55,11575,38.00
3674,15,11577,4.00
3675,74,11579,40.00
3676,12,11580,42.00
